State,County,Deaths,Food Environment Index,National Z-Score,% Children in Poverty,95% CI - Low,95% CI - High,National Z-Score,% Children in Poverty (AIAN),% Children in Poverty (Asian),% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),% Adults with Diabetes,95% CI - Low,95% CI - High,% Adults with Obesity,95% CI - Low,95% CI - High,# Limited Access to Healthy Foods,% Limited Access to Healthy Foods,# Food Insecure,% Food Insecure,Segregation Index,Population,Population Size,,,,,Population,
Tennessee,Trousdale,228,,0.2,17,10,23,-0.31,,,,,,13,11,14,39,31,47,,,1450,13,40,12271,Small,,,,,,
Tennessee,Grainger,614,,0.2,22,14,30,0.33,,,,15,22,13,12,15,38,30,47,,,4250,18,54,24681,Small,,,,,,
Texas,Hudspeth,65,0,3,41,23,58,2.65,,,,17,23,20,18,22,43,35,51,2023,58,830,25,,3451,Small,,,,,,
Texas,Cottle,,0.7,3,35,23,47,1.96,,,,46,39,15,13,17,42,33,52,856,57,370,22,,1294,Small,,,,,,
Texas,Real,,1.3,3,34,21,47,1.88,,,,42,16,14,13,16,41,33,50,1605,49,660,23,,2854,Small,,,,,,
Texas,Briscoe,,1.7,3,22,14,30,0.33,,,,,,16,15,17,43,38,49,793,48,280,22,,1445,Small,,,,,,
Texas,Terrell,,3.7,,22,13,30,,,,,,,12,10,13,36,28,45,409,42,140,16,,687,Small,,,,,,
Texas,Foard,,2.8,3,26,16,36,0.85,,,,,,14,13,15,40,36,45,552,41,220,20,,1079,Small,,,,,,
Texas,Kenedy,,3.2,,21,13,29,,,,,,,21,20,23,47,42,53,156,37,20,20,,343,Small,,,,,,
Texas,Glasscock,,4.9,,8,5,11,,,,,,,11,10,13,34,26,42,447,36,140,13,,1141,Small,,,,,,
Texas,Coke,,3.6,3,19,12,26,0,,,,11,14,13,12,15,40,31,48,1198,36,620,19,,3352,Small,,,,,,
Texas,Sterling,,5.3,,15,9,20,,,,,,,11,11,12,37,33,41,410,36,160,11,,1397,Small,,,,,,
Texas,Oldham,,4.5,2.54,27,17,38,1.04,,,,38,15,12,10,13,37,29,45,668,33,360,17,,1783,Small,,,,,,
Texas,Throckmorton,,4.4,2.63,21,13,29,0.23,,,,82,12,12,11,12,38,34,42,528,32,240,17,,1526,Small,,,,,,
Texas,Lipscomb,,4.6,2.46,17,11,23,-0.26,,,,23,10,13,12,14,38,34,42,1042,32,500,16,,2906,Small,,,,,,
Texas,Kent,,5.1,,15,9,20,,,,,,,11,9,12,35,27,43,244,30,90,15,,734,Small,,,,,,
Texas,Calhoun,353,5.1,2.03,22,14,30,0.36,,25,,15,,13,11,15,37,29,45,6054,28,3190,16,39,19696,Small,,,,,,
Texas,Dimmit,214,2.4,3,36,24,49,2.13,,,,,,22,19,24,50,41,58,2666,27,2470,29,,8257,Small,,,,,,
Texas,Irion,,5.8,1.43,10,6,13,-1.14,,,,21,9,11,10,12,36,31,41,422,26,210,13,,1549,Small,,,,,,
Texas,Red River,363,4.6,2.46,27,17,37,1,,,77,36,16,13,11,15,40,31,48,3327,26,2210,19,59,11678,Small,,,,,,
Texas,Willacy,374,3.6,3.31,35,22,48,1.96,,,,30,12,20,18,21,49,45,52,5675,26,4840,24,,20037,Small,,,,,,
Texas,Kinney,61,4,2.97,26,16,36,0.86,,,,,,16,13,17,42,33,50,922,26,700,22,,3148,Small,,,,,,
Texas,Coryell,1093,5.2,1.94,16,10,22,-0.4,,9,15,16,10,13,11,15,38,31,46,19277,26,13930,17,42,84878,Small,,,,,,
Texas,McMullen,,5.5,,19,11,26,,,,,,,16,14,18,43,35,51,179,25,100,16,,568,Small,,,,,,
Texas,Uvalde,507,4,2.97,32,21,44,1.65,,79,74,34,17,16,14,18,42,33,50,6617,25,5510,22,74,24960,Small,,,,,,
Texas,Palo Pinto,707,5,2.11,26,20,33,0.91,2,,40,35,23,12,10,13,37,29,45,6835,24,5160,18,70,29747,Small,,,,,,
Texas,Starr,924,3,3.82,37,26,48,2.22,,,9,42,59,21,19,24,48,39,56,14469,24,17890,27,92,65934,Small,,,,,,
Texas,Zavala,219,3.5,3,43,28,57,2.9,,,,58,13,20,18,23,48,39,57,2692,23,2470,26,,9312,Small,,,,,,
Texas,King,,4.2,,10,7,14,,,,,,,15,14,16,41,36,46,64,22,50,22,,217,Small,,,,,,
Texas,Val Verde,709,5.2,1.94,30,22,39,1.37,,,,23,9,17,15,19,42,34,51,10555,22,8790,18,63,47720,Small,,,,,,
Texas,Roberts,,5.7,,11,7,15,,,,,30,2,11,9,12,36,28,45,199,21,120,16,,840,Small,,,,,,
Texas,Armstrong,,6.6,0.75,15,10,21,-0.46,,,,,,10,10,11,34,31,38,406,21,230,12,,1832,Small,,,,,,
Texas,Franklin,215,6.1,1.18,21,13,29,0.24,,,12,8,15,10,9,11,35,26,43,2204,21,1520,15,68,10735,Small,,,,,,
Texas,Clay,220,5.8,1.43,17,11,23,-0.24,,,,26,8,10,9,12,35,27,43,2212,21,1660,16,62,10738,Small,,,,,,
Texas,Terry,273,4.9,2.2,29,18,40,1.28,,,34,47,6,16,14,19,43,34,52,2583,20,2400,20,27,11547,Small,,,,,,
Texas,Hidalgo,10063,4.4,2.63,37,34,40,2.26,39,16,22,38,28,19,17,21,48,43,53,157181,20,199990,23,80,898471,Large,,,,,,
Texas,McCulloch,201,5.4,1.77,28,18,38,1.11,,,,9,21,13,11,15,39,31,48,1591,19,1420,19,,7452,Small,,,,,,
Texas,Pecos,254,5.3,1.86,24,16,32,0.62,,,,43,42,16,14,18,42,34,51,2964,19,2900,19,38,14623,Small,,,,,,
Texas,Childress,122,5.9,1.35,24,15,33,0.58,,,,28,5,14,12,16,41,33,50,1334,19,1110,16,,6788,Small,,,,,,
Texas,Dawson,271,5,2.11,26,16,36,0.87,,,67,27,7,16,14,18,43,34,52,2599,19,2560,21,43,12004,Small,,,,,,
Texas,Jim Hogg,90,4.5,2.54,37,24,49,2.17,,,,52,48,19,18,21,45,40,49,989,19,1120,23,,4720,Small,,,,,,
Texas,Loving,,5.9,,8,3,12,,,,,,,10,8,11,33,25,41,15,19,20,17,,43,Small,,,,,,
Texas,Erath,568,6,1.26,18,12,23,-0.19,25,,,24,10,12,11,14,40,32,48,6864,18,7140,17,71,44195,Small,,,,,,
Texas,Maverick,975,4.7,2.37,29,20,39,1.26,7,,,31,11,20,17,22,45,36,54,9783,18,12900,22,,57762,Small,,,,,,
Texas,Cameron,5953,4.8,2.28,34,29,39,1.84,21,13,43,36,25,20,18,22,48,43,52,72825,18,92480,22,85,426710,Large,,,,,,
Texas,Presidio,75,3.6,3,35,23,48,2,,,,54,59,20,17,22,44,35,53,1395,18,1700,28,,5795,Small,,,,,,
Texas,Dallam,152,6.6,0.75,16,10,21,-0.41,,,,11,17,15,13,17,40,32,49,1179,18,990,14,,7237,Small,,,,,,
Texas,Gonzales,390,6.1,1.18,25,17,33,0.73,,,62,13,22,14,12,16,40,31,48,3462,17,3270,17,21,19930,Small,,,,,,
Texas,Kleberg,484,4.6,2.46,29,19,39,1.25,,,7,44,17,16,14,18,42,33,50,5564,17,7080,23,40,30069,Small,,,,,,
Texas,McLennan,4120,6,1.26,20,16,25,0.15,17,18,48,28,7,14,12,15,39,32,46,39470,17,44070,17,51,268583,Large,,,,,,
Texas,Brewster,156,5.9,1.35,20,12,27,0.1,,,,,,12,10,13,36,28,44,1507,16,1680,18,,9513,Small,,,,,,
Texas,Aransas,658,5.6,1.6,28,17,38,1.1,,,,39,25,13,11,14,40,33,48,3754,16,4580,19,75,25374,Small,,,,,,
Texas,Tyler,513,5.3,1.86,24,15,33,0.59,,,67,8,31,13,11,14,40,32,49,3517,16,4090,21,44,20382,Small,,,,,,
Texas,Runnels,238,6.2,1.09,23,15,32,0.53,,,,11,11,13,11,14,38,30,47,1679,16,1620,17,25,9868,Small,,,,,,
Texas,Anderson,1298,6.2,1.09,25,17,32,0.69,1,,35,39,19,14,12,16,40,31,48,9259,16,9640,17,50,57736,Small,,,,,,
Texas,Jack,163,6.2,1.09,17,11,24,-0.22,,,,39,10,12,11,14,38,30,47,1431,16,1430,17,,8875,Small,,,,,,
Texas,Wilbarger,304,5.1,2.03,25,17,33,0.74,,,10,26,34,15,13,17,41,34,49,2110,16,2750,22,51,12522,Small,,,,,,
Texas,Hockley,484,6.1,1.18,20,12,28,0.1,,,,17,4,14,12,16,41,33,50,3544,15,3710,17,53,21460,Small,,,,,,
Texas,Borden,,7.5,,18,12,24,,,,,,,9,8,10,33,30,37,97,15,80,11,,572,Small,,,,,,
Texas,Lynn,135,5.8,1.43,21,14,29,0.29,,,,40,11,15,13,17,41,32,49,892,15,1060,19,,5761,Small,,,,,,
Texas,Matagorda,730,5.5,1.69,26,18,34,0.91,,,50,39,17,15,13,17,41,33,50,5233,14,7500,21,52,36359,Small,,,,,,
Texas,Lamar,1143,6,1.26,29,22,35,1.2,,,48,38,23,12,11,14,39,30,46,7077,14,9070,18,45,51127,Small,,,,,,
Texas,Swisher,154,5.1,2.03,28,18,38,1.11,,,,51,36,16,13,18,43,34,53,1112,14,1570,23,25,6955,Small,,,,,,
Texas,Newton,334,5.5,1.69,27,17,37,0.97,,,77,68,9,14,13,16,42,34,51,2041,14,2510,20,29,12039,Small,,,,,,
Texas,Titus,526,6.1,1.18,20,13,27,0.15,,,5,29,16,14,13,16,40,32,49,4546,14,5660,18,45,31357,Small,,,,,,
Texas,Duval,237,5.4,1.77,43,29,56,2.94,,,,46,64,18,15,20,43,33,52,1639,14,2110,21,,9604,Small,,,,,,
Texas,San Saba,125,6.3,1.01,26,16,36,0.85,,,,36,11,13,11,14,39,31,48,842,14,1000,17,,5845,Small,,,,,,
Texas,Young,437,6.3,1.01,20,13,27,0.13,,,7,26,32,12,10,14,39,31,48,2540,14,3060,17,60,18124,Small,,,,,,
Texas,Houston,534,6.1,1.18,28,18,39,1.13,,,32,29,12,14,12,16,40,33,49,3224,14,4020,18,43,22066,Small,,,,,,
Texas,Stephens,192,6.1,1.18,26,17,35,0.87,,,,41,6,13,11,15,39,31,47,1297,13,1660,18,57,9343,Small,,,,,,
Texas,Madison,251,6.6,0.75,23,14,31,0.43,,,11,15,19,13,12,15,40,32,49,1820,13,2160,16,50,13742,Small,,,,,,
Texas,Brown,929,6.1,1.18,22,14,29,0.31,,,73,25,13,12,11,14,38,31,46,5062,13,7030,18,58,38709,Small,,,,,,
Texas,Llano,489,6.3,1.01,21,13,29,0.27,,,,26,18,11,9,12,39,30,47,2560,13,3720,17,67,22875,Small,,,,,,
Texas,Hall,77,5.9,1.35,37,23,51,2.2,,,,31,5,14,13,15,41,36,46,436,13,540,19,,2818,Small,,,,,,
Texas,Fannin,761,6.6,0.75,19,13,25,0.02,,,56,23,12,12,10,13,38,29,46,4408,13,5790,16,63,37571,Small,,,,,,
Texas,Cherokee,1095,6.5,0.83,28,21,34,1.07,,,51,27,20,14,12,16,39,31,47,6499,13,8490,17,43,52217,Small,,,,,,
Texas,Guadalupe,2206,7.2,0.24,11,7,14,-1.03,,3,12,17,7,12,11,14,39,34,46,16284,12,23920,14,43,188454,Large,,,,,,
Texas,Brazos,1966,6.5,0.83,19,14,23,-0.01,6,10,48,26,6,13,11,14,37,30,45,24093,12,40010,17,41,244703,Large,,,,,,
Texas,Howard,737,6.3,1.01,22,15,28,0.33,,,75,15,15,14,12,16,42,34,50,4281,12,6230,18,51,30554,Small,,,,,,
Texas,Hamilton,168,6.2,1.09,22,14,29,0.31,,,,26,19,12,10,14,38,30,46,1041,12,1510,18,,8619,Small,,,,,,
Texas,Grimes,590,6.7,0.66,21,14,28,0.23,,,55,10,9,13,11,16,42,32,52,3246,12,4780,16,50,32384,Small,,,,,,
Texas,Concho,,6.4,0.92,27,17,37,0.94,,,,35,36,15,14,16,39,35,44,492,12,570,18,,3297,Small,,,,,,
Texas,San Augustine,250,5.1,2.03,32,20,43,1.58,,,41,64,29,15,13,17,43,34,52,1065,12,1840,23,57,7833,Small,,,,,,
Texas,Jones,380,6.6,0.75,22,14,29,0.32,,,,26,3,14,12,16,43,34,51,2392,12,3290,17,49,20381,Small,,,,,,
Texas,Potter,2537,6.1,1.18,23,15,31,0.47,8,30,67,30,13,15,14,17,39,31,47,14222,12,22170,19,65,114647,Large,,,,,,
Texas,Frio,334,6,1.26,36,23,50,2.12,,,,31,29,17,15,20,42,33,50,2007,12,3580,20,51,17987,Small,,,,,,
Texas,La Salle,128,5.8,1.43,32,19,44,1.55,,,,,,18,17,19,44,41,48,795,12,1420,20,,6537,Small,,,,,,
Texas,Hartley,52,7.6,-0.1,8,5,11,-1.32,,,,4,3,11,10,12,35,32,39,699,12,660,12,,5145,Small,,,,,,
Texas,Haskell,119,6.2,1.09,29,18,41,1.26,,,33,22,4,13,11,15,40,31,48,675,11,1000,19,9,5385,Small,,,,,,
Texas,Milam,523,6.6,0.75,23,15,30,0.43,,,49,34,9,12,11,14,38,30,46,2824,11,4200,17,35,25951,Small,,,,,,
Texas,Wichita,2577,6.5,0.83,24,19,29,0.57,3,3,35,28,17,13,11,15,39,31,47,14843,11,22840,18,42,130180,Large,,,,,,
Texas,Rusk,1097,6.9,0.49,17,11,24,-0.24,,,14,38,14,12,11,14,40,32,48,5973,11,8170,16,29,53079,Small,,,,,,
Texas,Waller,798,7.3,0.15,19,13,24,-0.06,,,25,26,4,13,11,15,42,34,50,4776,11,8010,14,55,63553,Small,,,,,,
Texas,San Patricio,1336,6,1.26,26,19,32,0.81,,,3,29,8,15,13,16,43,36,51,7150,11,13510,20,44,70660,Small,,,,,,
Texas,Edwards,,6.2,1.09,35,21,48,1.94,,,,,,17,15,19,42,34,51,219,11,260,19,,1393,Small,,,,,,
Texas,Eastland,458,6.2,1.09,24,16,33,0.65,,,,16,16,12,10,14,37,29,46,2023,11,3410,19,43,18037,Small,,,,,,
Texas,Lamb,274,6.2,1.09,25,16,34,0.76,,,26,25,4,16,14,18,42,34,51,1515,11,2450,19,19,12711,Small,,,,,,
Texas,Bee,581,6.1,1.18,28,18,39,1.13,,,,24,12,16,14,18,43,34,51,3435,11,6080,20,37,30850,Small,,,,,,
Texas,Van Zandt,1277,6.9,0.49,17,11,23,-0.27,,,5,15,15,11,10,13,36,28,44,5611,11,9650,16,51,64000,Small,,,,,,
Texas,Bell,5162,6.7,0.66,16,11,20,-0.41,39,20,25,28,13,14,12,15,39,34,44,33023,11,61880,17,45,393193,Large,,,,,,
Texas,Tom Green,1954,7,0.41,17,12,22,-0.24,,,35,18,6,13,12,15,38,30,46,11501,10,18720,16,46,119057,Large,,,,,,
Texas,Bandera,477,6.7,0.66,19,12,25,-0.05,,,,15,26,11,10,13,36,29,44,2097,10,3590,17,,22637,Small,,,,,,
Texas,Coleman,234,6.2,1.09,27,17,37,0.97,,,,6,21,12,11,14,38,31,47,908,10,1510,19,40,7842,Small,,,,,,
Texas,Brooks,160,4.7,2.37,45,28,62,3,,,,,,19,18,20,45,41,49,733,10,1850,26,,6848,Small,,,,,,
Texas,Gregg,2567,6.8,0.58,23,18,28,0.48,,4,31,37,14,13,11,15,40,32,48,12122,10,20790,17,40,126243,Large,,,,,,
Texas,Taylor,2482,6.7,0.66,15,10,21,-0.46,,6,33,19,9,12,11,14,37,29,44,13079,10,24270,17,36,146836,Large,,,,,,
Texas,Nueces,6362,6.4,0.92,25,20,30,0.7,46,13,51,30,11,16,14,17,44,39,49,33739,10,66160,19,48,352289,Large,,,,,,
Texas,Goliad,121,7.1,0.32,22,14,31,0.42,,,,7,4,13,11,15,39,30,48,711,10,1100,16,27,7144,Small,,,,,,
Texas,Orange,1870,6.8,0.58,19,13,26,0.03,,29,59,22,9,12,10,14,42,35,48,8067,10,14210,17,73,85722,Small,,,,,,
Texas,Angelina,1805,6.4,0.92,25,19,31,0.73,17,,34,35,15,14,13,16,41,37,46,8469,10,16200,19,47,87319,Small,,,,,,
Texas,Bosque,419,6.8,0.58,19,12,27,0.05,,,,5,12,12,11,14,37,29,46,1774,10,3090,17,24,18996,Small,,,,,,
Texas,Robertson,379,6.9,0.49,25,17,34,0.76,,,50,17,10,12,11,14,38,30,46,1613,10,2740,16,51,17267,Small,,,,,,
Texas,Bexar,27562,6.7,0.66,19,17,21,0.01,29,23,32,23,9,15,14,17,37,34,41,166124,10,351000,17,42,2087679,Large,,,,,,
Texas,Webb,3248,6.1,1.18,32,26,37,1.55,12,33,,28,32,16,14,18,42,34,50,24206,10,53460,20,72,269148,Large,,,,,,
Texas,Jim Wells,889,5.8,1.43,30,19,40,1.34,19,,,40,16,17,15,19,43,34,51,3946,10,8420,22,,38662,Small,,,,,,
Texas,Panola,567,6.9,0.49,19,12,26,-0.04,,,31,14,11,12,11,14,38,30,47,2276,10,3710,16,15,22838,Small,,,,,,
Texas,Sherman,,7.1,0.32,18,11,24,-0.19,,,,,,13,11,14,38,30,47,289,10,370,15,,2678,Small,,,,,,
Texas,Bowie,1999,6.8,0.58,20,12,27,0.06,,,36,27,12,13,11,15,41,33,49,8785,9,15660,17,46,91687,Small,,,,,,
Texas,Nacogdoches,1137,6.4,0.92,25,17,32,0.68,,,51,35,13,13,11,15,41,33,49,6026,9,12290,19,43,65375,Small,,,,,,
Texas,Hardin,1146,6.7,0.66,15,10,20,-0.48,,,42,8,12,11,10,13,38,31,45,5032,9,9860,17,71,58261,Small,,,,,,
Texas,Cochran,61,5.6,1.6,34,22,46,1.83,,,,37,38,18,15,20,44,35,52,288,9,570,23,,2509,Small,,,,,,
Texas,El Paso,11154,6.3,1.01,24,20,27,0.59,24,24,19,27,14,16,14,18,39,35,44,73081,9,167200,19,50,869880,Large,,,,,,
Texas,Callahan,301,7.1,0.32,18,11,25,-0.15,,,,28,10,11,10,13,36,28,45,1222,9,2180,16,59,14374,Small,,,,,,
Texas,Mills,105,7.4,0.07,22,14,31,0.42,,,,3,12,11,9,12,35,27,43,444,9,650,15,,4548,Small,,,,,,
Texas,Hopkins,734,7,0.41,19,12,25,-0.04,7,,51,15,12,12,10,14,38,29,47,3139,9,6050,16,49,38172,Small,,,,,,
Texas,Victoria,1564,6.6,0.75,20,13,27,0.12,,,41,26,15,14,12,16,39,32,48,7688,9,16550,18,38,91664,Small,,,,,,
Texas,Wood,1124,6.8,0.58,22,15,29,0.37,,,6,11,17,11,10,13,36,28,44,3714,9,7830,17,75,47921,Small,,,,,,
Texas,Hutchinson,509,7.1,0.32,17,11,23,-0.26,,,,10,9,12,10,14,38,29,47,1950,9,3290,16,66,20033,Small,,,,,,
Texas,Refugio,136,6.4,0.92,26,16,36,0.91,,,51,31,2,15,13,17,41,32,49,649,9,1290,19,47,6666,Small,,,,,,
Texas,Freestone,405,6.8,0.58,21,13,28,0.22,,,27,20,12,13,11,15,39,31,48,1727,9,3350,17,25,20441,Small,,,,,,
Texas,Limestone,561,6.4,0.92,26,17,34,0.81,,,23,36,20,14,13,16,40,32,49,2035,9,4270,19,34,22250,Small,,,,,,
Texas,Williamson,5263,7.8,-0.27,7,5,9,-1.46,17,3,18,10,4,10,9,11,30,25,34,36732,9,77610,13,40,697191,Large,,,,,,
Texas,Galveston,5574,7.3,0.15,15,11,19,-0.52,15,4,27,21,7,12,10,13,40,35,44,25207,9,53140,15,51,361744,Large,,,,,,
Texas,Moore,292,7.2,0.24,21,16,25,0.21,88,15,3,25,7,16,14,18,39,31,47,1878,9,3320,16,45,21190,Small,,,,,,
Texas,Upton,56,6.9,0.49,22,14,29,0.31,,,,12,23,16,15,17,42,38,46,287,9,560,17,,3109,Small,,,,,,
Texas,Gray,446,6.7,0.66,22,16,29,0.42,25,,,29,10,14,12,15,41,32,49,1914,8,3780,18,68,20916,Small,,,,,,
Texas,Kimble,79,7,0.41,35,23,46,1.94,,,,20,25,13,11,14,38,30,46,389,8,710,17,,4442,Small,,,,,,
Texas,Hunt,1948,7.1,0.32,17,12,22,-0.24,51,,28,20,13,12,10,14,42,35,50,7259,8,16470,16,46,113347,Large,,,,,,
Texas,Zapata,213,4.8,2.28,44,29,58,3,,,,,,22,19,24,46,37,55,1181,8,3700,27,,13736,Small,,,,,,
Texas,Henderson,2087,6.8,0.58,24,17,30,0.57,,,16,25,19,12,10,14,37,29,46,6556,8,14260,17,53,86158,Small,,,,,,
Texas,Tarrant,26325,7.5,-0.02,14,12,16,-0.6,12,12,22,19,8,12,11,14,38,34,42,148852,8,300760,14,48,2182947,Large,,,,,,
Texas,Montgomery,7569,7.6,-0.1,14,11,16,-0.68,25,4,15,22,6,11,10,12,35,31,40,37405,8,87060,14,42,711354,Large,,,,,,
Texas,Andrews,257,7.2,0.24,13,8,18,-0.72,,,,17,9,14,12,16,39,31,48,1213,8,2850,16,78,18664,Small,,,,,,
Texas,Parmer,131,7.6,-0.1,17,11,24,-0.21,,,,14,10,15,13,17,40,32,49,842,8,1370,14,,9617,Small,,,,,,
Texas,Lubbock,5261,6.9,0.49,20,15,25,0.11,11,21,38,26,8,13,11,14,36,32,41,22833,8,52990,17,48,320940,Large,,,,,,
Texas,Hale,591,6.5,0.83,29,20,37,1.21,79,,,33,12,16,14,18,43,35,51,2955,8,6160,19,44,31761,Small,,,,,,
Texas,Smith,3758,7.4,0.07,17,12,22,-0.24,29,1,25,23,9,12,11,14,40,33,47,17066,8,35010,15,40,245209,Large,,,,,,
Texas,Navarro,989,6.7,0.66,22,14,29,0.32,,,52,25,12,14,12,16,42,34,51,3868,8,9440,18,32,55635,Small,,,,,,
Texas,Jeff Davis,,6.2,1.09,23,11,35,0.5,,,,,,14,12,16,40,31,48,189,8,400,20,,1856,Small,,,,,,
Texas,Leon,368,6.6,0.75,21,13,29,0.27,,,60,35,9,12,11,14,38,30,46,1354,8,2950,19,49,16538,Small,,,,,,
Texas,Comanche,294,6.9,0.49,27,19,35,1.01,,,,44,7,13,11,14,39,31,48,1109,8,2350,17,,14050,Small,,,,,,
Texas,Hardeman,85,6.9,0.49,25,16,35,0.79,,,,,,12,11,14,37,29,46,323,8,610,17,,3490,Small,,,,,,
Texas,Trinity,415,6.6,0.75,29,18,39,1.18,,,60,43,16,12,11,14,39,31,48,1136,8,2580,19,58,14228,Small,,,,,,
Texas,Jefferson,4801,6.8,0.58,24,18,29,0.57,28,21,40,27,10,16,14,17,38,33,43,19222,8,45350,18,59,251496,Large,,,,,,
Texas,Cass,778,6.6,0.75,23,15,32,0.53,77,,37,44,19,12,11,14,39,31,47,2282,7,5390,19,30,28659,Small,,,,,,
Texas,Shelby,567,6.5,0.83,24,15,33,0.62,65,,63,43,16,14,12,16,41,33,51,1905,7,4610,19,28,24179,Small,,,,,,
Texas,Deaf Smith,275,7.1,0.32,22,14,31,0.41,,,,24,10,17,15,20,44,35,53,1440,7,3110,17,82,18347,Small,,,,,,
Texas,Ellis,2587,7.9,-0.36,9,5,13,-1.24,,21,14,17,8,11,10,13,38,31,45,10974,7,25540,13,33,222829,Large,,,,,,
Texas,Colorado,402,7.8,-0.27,22,14,30,0.39,,,27,23,7,13,11,14,40,31,49,1521,7,2710,13,26,21117,Small,,,,,,
Texas,Washington,571,7.5,-0.02,20,14,26,0.16,,,42,15,5,12,10,13,37,29,46,2454,7,5350,15,44,37007,Small,,,,,,
Texas,Dallas,32975,7.3,0.15,20,17,22,0.06,8,11,29,23,7,13,12,15,35,31,39,171370,7,406340,16,54,2606358,Large,,,,,,
Texas,Reeves,227,6.8,0.58,24,15,32,0.57,,,,,,18,16,20,43,34,52,991,7,2490,18,,11770,Small,,,,,,
Texas,Ector,2821,7,0.41,14,9,20,-0.58,16,,20,25,10,14,13,16,40,32,49,9847,7,27350,17,43,164494,Large,,,,,,
Texas,Nolan,307,6.7,0.66,28,19,37,1.07,,,14,24,19,14,13,16,42,33,50,1079,7,2730,19,58,14306,Small,,,,,,
Texas,Caldwell,746,7.1,0.32,19,13,26,0.05,,,60,19,19,15,13,17,39,31,48,2620,7,7720,17,35,49859,Small,,,,,,
Texas,Burnet,859,7.7,-0.19,14,9,19,-0.62,,,9,9,9,11,10,13,42,34,50,2905,7,7130,14,69,53991,Small,,,,,,
Texas,Martin,93,7,0.41,16,10,22,-0.39,,,,5,18,13,12,15,39,31,48,325,7,910,18,,5216,Small,,,,,,
Texas,Brazoria,4867,8,-0.44,12,8,16,-0.85,38,4,5,12,7,13,11,14,40,35,44,20853,7,48140,13,46,398938,Large,,,,,,
Texas,Lee,311,7.4,0.07,16,10,22,-0.39,,,,18,3,13,11,15,39,31,47,1071,6,2700,15,46,18240,Small,,,,,,
Texas,Walker,1089,7.3,0.15,23,15,30,0.44,,,33,17,5,14,12,16,42,34,51,4260,6,12560,16,36,81268,Small,,,,,,
Texas,Johnson,2886,7.7,-0.19,13,9,16,-0.77,,2,7,21,10,12,11,14,42,36,47,9117,6,26620,15,42,202906,Large,,,,,,
Texas,Mitchell,165,7.1,0.32,23,14,31,0.43,,,,11,9,15,13,16,41,33,50,568,6,1530,17,,9075,Small,,,,,,
Texas,Menard,,5.9,1.35,34,22,47,1.9,,,,,,13,12,14,38,34,43,135,6,440,23,,1958,Small,,,,,,
Texas,Knox,82,7.2,0.24,32,20,44,1.6,,,,13,13,13,12,15,40,34,46,221,6,560,17,,3302,Small,,,,,,
Texas,Fort Bend,7253,8.5,-0.87,10,8,12,-1.1,24,7,11,12,4,12,10,13,33,27,40,34618,6,92640,11,48,916778,Large,,,,,,
Texas,Dickens,,7,0.41,28,18,39,1.15,,,,26,6,13,11,14,37,29,46,144,6,280,18,,1711,Small,,,,,,
Texas,Grayson,2665,7.4,0.07,15,11,19,-0.52,16,17,38,19,11,12,10,13,37,30,45,7128,6,21570,16,38,146907,Large,,,,,,
Texas,Lampasas,432,7.3,0.15,17,11,24,-0.24,,,,13,5,12,10,14,38,31,46,1160,6,3550,16,47,23262,Small,,,,,,
Texas,Atascosa,921,7.3,0.15,23,15,30,0.44,,,9,20,10,15,13,17,43,35,51,2618,6,8050,16,58,51784,Small,,,,,,
Texas,Sutton,74,6.9,0.49,19,12,26,-0.03,,,,,,16,14,18,42,33,50,239,6,610,18,,3221,Small,,,,,,
Texas,Harris,57654,7.3,0.15,22,21,24,0.42,28,12,30,28,8,15,13,16,35,31,39,236351,6,776960,16,53,4835125,Large,,,,,,
Texas,Jackson,264,7.5,-0.02,19,12,26,0.02,,,,23,12,13,12,15,40,31,48,810,6,2360,16,14,15221,Small,,,,,,
Texas,Parker,2267,7.9,-0.36,9,6,12,-1.2,19,11,45,13,7,10,9,11,37,32,42,6728,6,20500,14,52,173494,Large,,,,,,
Texas,Karnes,246,6.9,0.49,27,18,35,0.92,,,,45,9,15,13,17,41,32,50,843,6,2690,18,39,15018,Small,,,,,,
Texas,Jasper,876,6.6,0.75,24,15,33,0.57,,,58,21,22,13,12,15,41,33,49,2010,6,6480,20,61,32694,Small,,,,,,
Texas,Fayette,454,7.6,-0.1,13,8,19,-0.72,,,49,10,4,11,10,13,36,29,44,1374,6,3680,15,31,25474,Small,,,,,,
Texas,Bastrop,1480,7.7,-0.19,16,11,22,-0.35,11,,17,25,6,12,11,14,40,33,47,4125,6,14580,15,51,110778,Large,,,,,,
Texas,Sabine,299,6.3,1.01,30,19,42,1.41,,,16,40,15,12,11,14,39,30,47,601,6,2090,21,28,10106,Small,,,,,,
Texas,Donley,82,7.7,-0.19,26,16,35,0.83,,,,,,12,10,14,37,29,46,203,6,490,15,44,3214,Small,,,,,,
Texas,Shackelford,,7.6,-0.1,19,12,26,-0.01,,,,41,12,11,9,12,38,30,47,182,5,480,15,,3229,Small,,,,,,
Texas,Hood,1193,7.8,-0.27,12,7,17,-0.88,,,,11,9,9,8,11,34,28,39,2753,5,8980,14,68,67774,Small,,,,,,
Texas,Burleson,397,7.6,-0.1,21,13,29,0.26,,,12,27,9,12,11,14,38,31,47,923,5,2710,15,31,19475,Small,,,,,,
