State,County,Deaths,Food Environment Index,National Z-Score,% Children in Poverty,95% CI - Low,95% CI - High,National Z-Score,% Children in Poverty (AIAN),% Children in Poverty (Asian),% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),% Adults with Diabetes,95% CI - Low,95% CI - High,% Adults with Obesity,95% CI - Low,95% CI - High,# Limited Access to Healthy Foods,% Limited Access to Healthy Foods,# Food Insecure,% Food Insecure,Segregation Index,Population,Population Size,,,,,Population,
Illinois,Brown,73,7.9,-0.36,12,8,16,-0.89,,,,,,12,10,14,41,32,50,718,10,730,12,,6294,Small,,,,,,
Illinois,Marion,838,7.1,0.32,21,13,28,0.2,,,33,56,19,11,9,13,39,30,47,4026,10,5670,15,65,36673,Small,,,,,,
Illinois,Pike,306,7.4,0.07,21,15,27,0.24,,,,54,21,10,9,12,37,29,46,1655,10,2050,14,,14342,Small,,,,,,
Illinois,McDonough,403,7.3,0.15,21,13,29,0.27,,,39,19,16,11,10,13,39,31,48,3204,10,4030,15,41,26839,Small,,,,,,
Illinois,Bureau,541,7.6,-0.1,15,10,21,-0.45,,,,20,15,11,9,13,38,30,47,3426,10,4340,13,,32729,Small,,,,,,
Illinois,Clark,288,8,-0.44,16,10,22,-0.39,,,13,,11,9,8,11,35,27,43,1596,10,1760,11,,15088,Small,,,,,,
Illinois,Jefferson,728,7.4,0.07,21,15,28,0.26,,,63,26,19,11,9,12,39,30,48,3761,10,5260,14,60,36320,Small,,,,,,
Illinois,Tazewell,2092,8.1,-0.53,10,7,14,-1.08,,1,78,2,10,9,8,11,35,28,43,12558,9,14530,11,68,129541,Large,,,,,,
Illinois,Perry,353,7.1,0.32,24,18,30,0.66,,,,74,29,12,10,14,40,31,48,2063,9,3300,16,51,20503,Small,,,,,,
Illinois,Henry,778,8.1,-0.53,13,8,17,-0.78,,,6,10,9,9,8,10,35,27,43,4626,9,5620,11,69,48448,Small,,,,,,
Illinois,Bond,267,7.4,0.07,15,9,20,-0.52,,,,9,13,11,10,13,38,30,46,1606,9,2400,14,59,16450,Small,,,,,,
Illinois,McLean,1907,8.2,-0.61,9,6,12,-1.24,,1,39,12,6,10,9,12,35,28,43,14890,9,18640,11,41,170441,Large,,,,,,
Illinois,Knox,951,7.4,0.07,21,14,28,0.27,,,55,36,10,11,10,13,39,31,48,4610,9,7300,15,58,48411,Small,,,,,,
Illinois,Vermilion,1696,7.5,-0.02,29,22,35,1.2,,,49,17,18,11,10,13,41,33,50,6919,8,10630,14,63,71652,Small,,,,,,
Illinois,Macon,2050,7.6,-0.1,23,16,29,0.44,,21,34,17,10,11,9,12,37,30,45,9390,8,14140,14,54,100591,Large,,,,,,
Illinois,Wayne,304,7.6,-0.1,18,11,24,-0.14,,,,33,18,10,9,12,37,29,46,1408,8,2240,14,,15761,Small,,,,,,
Illinois,Franklin,865,7,0.41,23,15,31,0.49,,,14,41,22,11,10,13,40,31,49,3178,8,6290,17,67,37138,Small,,,,,,
Illinois,Lawrence,277,7.5,-0.02,21,14,28,0.23,,,66,,18,12,10,13,38,30,46,1328,8,2230,15,64,14813,Small,,,,,,
Illinois,Ford,236,7.8,-0.27,15,9,20,-0.53,,,,7,13,10,8,11,38,30,47,1094,8,1750,13,,13250,Small,,,,,,
Illinois,Edwards,125,7.5,-0.02,16,10,21,-0.42,,,,,,10,8,11,37,29,46,514,8,890,14,,5968,Small,,,,,,
Illinois,LaSalle,1867,7.8,-0.27,16,11,21,-0.39,,8,32,30,19,10,9,12,37,29,45,8569,8,14710,13,64,108309,Large,,,,,,
Illinois,Mercer,241,8.3,-0.7,14,9,18,-0.68,,,,11,10,10,8,11,37,29,46,1234,8,1750,11,,15487,Small,,,,,,
Illinois,Boone,666,8.1,-0.53,16,12,20,-0.4,,,,22,11,11,9,12,40,31,48,4032,7,6530,12,67,53202,Small,,,,,,
Illinois,Will,7747,8.8,-1.13,9,7,11,-1.2,20,4,24,15,4,10,9,11,37,31,43,49798,7,61000,9,53,700728,Large,,,,,,
Illinois,Winnebago,5155,7.6,-0.1,20,16,25,0.16,29,9,55,26,12,12,10,13,39,31,46,21479,7,41200,15,56,280922,Large,,,,,,
Illinois,Logan,455,8,-0.44,17,12,22,-0.24,,,88,29,15,10,9,12,39,30,48,2189,7,3560,13,74,27590,Small,,,,,,
Illinois,Livingston,641,8.2,-0.61,14,9,19,-0.64,,,75,21,11,10,9,12,38,30,47,2530,6,4360,12,37,35320,Small,,,,,,
Illinois,Montgomery,547,7.7,-0.19,18,12,24,-0.1,,,,45,13,10,9,12,36,28,45,1950,6,4030,14,,27663,Small,,,,,,
Illinois,Saline,562,7.1,0.32,24,16,33,0.65,,,5,38,18,11,9,13,40,31,48,1609,6,4010,17,63,22873,Small,,,,,,
Illinois,McHenry,3369,8.8,-1.13,8,6,10,-1.41,8,7,7,15,5,9,8,11,34,28,41,19795,6,28660,9,59,312800,Large,,,,,,
Illinois,Whiteside,1001,8.1,-0.53,16,10,21,-0.41,,,37,29,13,10,8,11,35,28,43,3662,6,7010,13,61,54498,Small,,,,,,
Illinois,Schuyler,138,7.3,0.15,14,9,20,-0.6,,,,,,11,9,12,39,32,49,470,6,1110,16,,6733,Small,,,,,,
Illinois,Hardin,105,7.4,0.07,29,17,40,1.21,,,,,,11,9,12,38,29,47,268,6,570,16,,3569,Small,,,,,,
Illinois,Kendall,1015,9.2,-1.47,7,5,8,-1.55,,7,17,10,4,9,8,11,36,28,46,7040,6,10130,8,30,139976,Large,,,,,,
Illinois,Kankakee,1955,7.9,-0.36,16,10,21,-0.4,,,41,25,10,11,10,13,40,32,49,6884,6,14350,13,60,105940,Large,,,,,,
Illinois,Rock Island,2323,8,-0.44,21,16,26,0.24,76,44,47,27,14,11,9,12,37,30,45,8831,6,18910,13,45,141236,Large,,,,,,
Illinois,Shelby,353,8.2,-0.61,13,8,18,-0.73,,,,2,12,10,8,12,37,29,46,1335,6,2610,12,,20568,Small,,,,,,
Illinois,Sangamon,3094,8.3,-0.7,17,12,22,-0.29,,0,52,19,9,10,8,11,38,31,46,11764,6,23470,12,57,193491,Large,,,,,,
Illinois,Lake,6876,8.7,-1.04,11,8,13,-1.05,24,4,32,20,3,11,9,12,32,27,37,41871,6,70730,10,60,708760,Large,,,,,,
Illinois,Lee,576,8,-0.44,14,9,19,-0.63,,,48,7,14,11,9,13,38,29,46,2106,6,4560,13,47,33654,Small,,,,,,
Illinois,Clay,237,7.6,-0.1,19,12,26,0.01,,,,,,11,9,12,38,30,47,775,6,2010,15,,12999,Small,,,,,,
Illinois,Grundy,711,8.8,-1.13,9,6,11,-1.29,,,10,13,7,9,8,11,35,28,43,2769,6,5160,10,38,53578,Small,,,,,,
Illinois,Calhoun,83,8.3,-0.7,14,8,19,-0.64,,,,,,9,8,10,35,27,43,268,5,540,12,,4317,Small,,,,,,
Illinois,Monroe,395,9.2,-1.47,5,3,6,-1.79,,,,43,3,8,7,9,33,25,41,1629,5,2920,8,,34957,Small,,,,,,
Illinois,Champaign,2106,8.2,-0.61,14,9,20,-0.57,,6,25,18,6,11,9,12,36,29,43,9680,5,26200,13,53,205644,Large,,,,,,
Illinois,Woodford,462,8.9,-1.21,8,5,10,-1.41,,,,20,8,9,8,11,34,27,43,1812,5,3760,10,54,38285,Small,,,,,,
Illinois,Effingham,463,8.5,-0.87,12,8,16,-0.88,,,85,13,15,9,8,10,36,27,44,1588,5,3990,12,85,34331,Small,,,,,,
Illinois,Fulton,648,8.1,-0.53,17,11,22,-0.27,,,,54,16,11,9,13,39,31,48,1677,5,4430,13,,32541,Small,,,,,,
Illinois,Randolph,556,8.1,-0.53,15,10,20,-0.51,,,36,24,14,11,9,12,38,29,47,1505,4,4040,13,82,29815,Small,,,,,,
Illinois,Carroll,278,8.3,-0.7,17,10,23,-0.31,,,,10,22,10,9,12,36,28,45,690,4,1930,12,,15526,Small,,,,,,
Illinois,Marshall,196,8.2,-0.61,16,11,21,-0.4,,,,15,18,10,9,12,37,29,46,549,4,1520,13,,11683,Small,,,,,,
Illinois,Macoupin,878,8.1,-0.53,17,12,22,-0.25,,,18,4,19,10,9,12,38,29,48,2010,4,6070,14,69,44018,Small,,,,,,
Illinois,Jasper,149,8.5,-0.87,13,7,18,-0.81,,,,,,9,8,10,35,27,44,400,4,1090,12,,9144,Small,,,,,,
Illinois,Ogle,727,8.5,-0.87,12,8,16,-0.87,,,42,19,11,10,9,12,36,28,44,2157,4,6210,12,66,51265,Small,,,,,,
Illinois,Jersey,420,8.7,-1.04,14,9,19,-0.6,,,,,,9,8,11,38,30,46,908,4,2310,11,,21091,Small,,,,,,
Illinois,Jo Daviess,324,8.7,-1.04,11,7,15,-0.98,,,,29,7,9,8,11,34,27,43,860,4,2440,11,51,21756,Small,,,,,,
Illinois,Clinton,443,8.9,-1.21,9,5,12,-1.26,,,,10,8,9,8,11,35,28,44,1413,4,3760,10,59,36785,Small,,,,,,
Illinois,Douglas,263,8.7,-1.04,12,8,16,-0.89,,,,13,9,10,9,12,37,28,45,740,4,2170,11,58,19629,Small,,,,,,
Illinois,Washington,221,8.9,-1.21,11,7,14,-1.05,,,,,,9,8,10,36,28,45,527,4,1400,10,,13536,Small,,,,,,
Illinois,Kane,5304,8.9,-1.21,12,9,14,-0.9,31,5,23,20,4,10,9,12,37,32,44,18047,4,52690,10,53,514982,Large,,,,,,
Illinois,Cass,184,8.3,-0.7,17,10,23,-0.29,,,15,7,14,11,10,12,39,34,43,465,3,1670,13,64,12596,Small,,,,,,
Illinois,Massac,307,8,-0.44,31,23,38,1.43,,,44,57,18,11,9,13,38,30,46,524,3,2020,14,30,13661,Small,,,,,,
Illinois,Hamilton,147,8.1,-0.53,17,11,23,-0.25,,,,,,10,9,12,38,30,47,286,3,1130,14,,7911,Small,,,,,,
Illinois,Wabash,209,8.1,-0.53,18,12,24,-0.16,,,,,,11,9,12,38,29,46,397,3,1590,14,,10942,Small,,,,,,
Illinois,DuPage,8006,9.2,-1.47,7,5,8,-1.53,6,6,22,12,4,9,8,11,29,24,35,29464,3,83520,9,49,921213,Large,,,,,,
Illinois,Adams,1082,8.4,-0.79,14,9,19,-0.61,,,40,53,12,10,8,11,40,31,48,2149,3,8430,13,44,64441,Small,,,,,,
Illinois,Union,367,7.5,-0.02,20,12,27,0.06,,,,63,22,10,9,12,38,30,46,517,3,2860,17,,16667,Small,,,,,,
Illinois,Warren,274,8.3,-0.7,16,10,22,-0.32,,,,47,17,11,9,13,38,29,47,504,3,2250,13,51,16185,Small,,,,,,
Illinois,Richland,324,8.2,-0.61,17,11,24,-0.24,,,,,,10,8,12,37,29,47,441,3,2180,14,,15488,Small,,,,,,
Illinois,Johnson,226,8.2,-0.61,17,11,22,-0.31,,,,,,11,9,13,37,29,45,330,3,1870,14,55,13326,Small,,,,,,
Illinois,Crawford,296,8.7,-1.04,17,11,23,-0.26,,,,,,10,9,12,37,29,46,480,2,2220,12,,18300,Small,,,,,,
Illinois,White,311,7.9,-0.36,19,13,26,0.05,,,,23,19,11,9,13,38,30,47,341,2,2100,15,,13401,Small,,,,,,
Illinois,De Witt,298,8.7,-1.04,16,10,22,-0.39,,,,29,15,10,8,11,37,28,46,357,2,1820,12,,15365,Small,,,,,,
Illinois,Menard,178,8.8,-1.13,13,9,18,-0.69,,,,,,9,8,11,35,27,44,272,2,1370,11,,11954,Small,,,,,,
Illinois,Christian,574,8.4,-0.79,16,10,22,-0.35,,,41,25,8,10,9,12,36,28,45,677,2,4460,13,61,33228,Small,,,,,,
Illinois,Cook,71809,8.7,-1.04,17,16,19,-0.22,15,15,34,19,7,11,10,12,33,29,37,91773,2,634280,12,77,5087072,Large,,,,,,
Illinois,Stephenson,770,8.4,-0.79,18,11,24,-0.19,,,49,27,8,11,9,12,42,34,51,809,2,5930,13,55,43105,Small,,,,,,
Illinois,Piatt,207,9.2,-1.47,8,5,11,-1.36,,,,,,9,7,10,34,26,42,267,2,1640,10,48,16714,Small,,,,,,
Illinois,Greene,259,8.4,-0.79,18,12,25,-0.08,,,,25,20,10,9,12,38,29,46,88,1,1680,14,,11543,Small,,,,,,
Illinois,Moultrie,242,9.1,-1.38,13,9,18,-0.71,,,,62,10,9,8,11,36,27,44,91,1,1580,11,,14342,Small,,,,,,
Illinois,Henderson,115,8.9,-1.21,15,9,21,-0.46,,,,,,10,8,11,37,29,46,36,0,750,12,,6088,Small,,,,,,
Illinois,Cumberland,156,9,-1.3,13,8,18,-0.77,,,,,,9,8,11,37,29,46,16,0,1200,12,,10261,Small,,,,,,
Illinois,Putnam,89,8.9,-1.21,13,8,17,-0.78,,,,1,19,9,8,11,35,27,44,3,0,680,12,,5561,Small,,,,,,
Indiana,Vigo,2055,5.7,1.52,21,15,27,0.26,,39,28,26,25,12,10,14,41,35,47,21560,20,17880,17,53,106153,Large,,,,,,
Indiana,Tippecanoe,1993,6.5,0.83,13,9,17,-0.78,,2,43,20,13,12,10,13,35,30,40,30127,17,27130,15,36,188792,Large,,,,,,
Indiana,Wayne,1486,6.2,1.09,23,16,29,0.48,36,54,34,35,21,12,10,13,39,33,46,11461,17,10750,16,54,66127,Small,,,,,,
Indiana,Madison,2722,6.5,0.83,17,12,22,-0.24,,16,50,24,15,11,10,13,40,34,46,19346,15,20490,16,59,132504,Large,,,,,,
Indiana,Delaware,2248,6.5,0.83,21,15,26,0.2,2,7,37,20,17,12,10,14,40,33,46,15103,13,18760,17,52,112321,Large,,,,,,
Indiana,Wells,414,7.7,-0.19,11,7,15,-1.03,,,,6,7,10,9,12,41,34,49,3503,13,3230,12,63,28555,Small,,,,,,
Indiana,Marion,17608,7.2,0.24,21,18,24,0.21,20,19,29,23,12,13,12,14,39,36,43,110524,12,135660,14,52,968460,Large,,,,,,
Indiana,Allen,5640,7.4,0.07,17,14,20,-0.2,31,27,40,25,9,12,10,13,38,34,43,42952,12,49920,13,56,394545,Large,,,,,,
Indiana,Vanderburgh,3431,7,0.41,17,13,22,-0.2,,10,42,35,12,11,9,12,39,34,45,20871,12,26740,15,53,179810,Large,,,,,,
Indiana,Steuben,537,7.6,-0.1,13,8,18,-0.74,,,,4,12,10,8,11,34,27,42,3917,11,4290,12,,34917,Small,,,,,,
Indiana,Jay,397,7,0.41,21,14,27,0.2,,,,43,18,12,11,14,42,35,50,2374,11,3080,15,,20032,Small,,,,,,
Indiana,Bartholomew,1299,7.4,0.07,12,8,16,-0.82,,17,7,21,12,10,9,12,34,28,40,8053,10,11320,14,46,84003,Small,,,,,,
Indiana,Howard,1739,7.1,0.32,18,13,23,-0.11,,2,43,22,15,11,9,12,42,35,49,8639,10,12720,15,48,83831,Small,,,,,,
Indiana,Lake,9082,7.3,0.15,20,16,24,0.12,20,14,41,24,9,12,11,13,38,35,42,51764,10,69660,14,70,500598,Large,,,,,,
Indiana,Jennings,605,7,0.41,16,10,22,-0.36,,,,22,11,11,9,12,42,34,50,2902,10,4290,16,,27622,Small,,,,,,
Indiana,Scott,686,6.6,0.75,20,13,26,0.06,,,,9,17,12,10,14,40,32,48,2380,10,4310,18,,24657,Small,,,,,,
Indiana,Jackson,772,7.4,0.07,13,8,18,-0.76,10,7,,28,9,11,10,13,43,36,51,4158,10,6580,14,79,46460,Small,,,,,,
Indiana,Miami,704,7,0.41,19,13,25,0.02,,,,32,24,12,10,13,42,34,50,3609,10,5640,16,68,35402,Small,,,,,,
Indiana,Huntington,642,7.5,-0.02,12,8,17,-0.85,,,,7,12,11,9,12,39,32,46,3616,10,5050,14,62,36781,Small,,,,,,
Indiana,DeKalb,708,7.8,-0.27,12,8,16,-0.83,61,,,14,15,10,8,11,38,30,45,3737,9,5510,13,,44198,Small,,,,,,
Indiana,Elkhart,2941,7.7,-0.19,15,12,19,-0.46,33,3,40,31,12,12,10,13,43,37,48,17224,9,27740,13,60,206409,Large,,,,,,
Indiana,Hancock,1155,8.3,-0.7,6,4,8,-1.63,,,4,9,4,10,8,11,36,30,43,5917,8,8560,11,62,86166,Small,,,,,,
Indiana,Posey,373,7.9,-0.36,12,8,16,-0.92,,,10,,9,9,8,11,36,29,44,2175,8,3090,12,,25040,Small,,,,,,
Indiana,LaPorte,2172,7.5,-0.02,22,16,27,0.32,,46,43,27,17,12,10,13,40,34,46,9287,8,16270,15,61,111706,Large,,,,,,
Indiana,Dearborn,845,8,-0.44,9,6,13,-1.19,,,,4,10,9,8,10,35,28,42,4143,8,6200,12,,51215,Small,,,,,,
Indiana,Grant,1548,6.9,0.49,24,18,31,0.65,,,70,52,19,12,11,14,43,36,50,5781,8,11470,17,57,66200,Small,,,,,,
Indiana,St. Joseph,4459,7.5,-0.02,18,14,22,-0.08,25,7,45,21,12,11,10,13,38,33,43,21778,8,38690,14,51,272848,Large,,,,,,
Indiana,Porter,2549,8,-0.44,11,8,13,-1.04,,8,29,15,9,10,9,11,37,32,43,13057,8,21300,12,57,175335,Large,,,,,,
Indiana,Randolph,484,7.3,0.15,19,13,25,-0.05,,,93,67,17,11,10,13,39,31,47,2056,8,3850,16,,24216,Small,,,,,,
Indiana,Fayette,615,6.7,0.66,20,14,27,0.16,,,,67,17,13,11,14,41,34,49,1877,8,4210,18,45,23362,Small,,,,,,
Indiana,Blackford,304,6.9,0.49,19,12,26,-0.03,,,,,,12,10,13,38,29,45,963,8,2100,17,,11893,Small,,,,,,
Indiana,Tipton,283,7.8,-0.27,12,9,16,-0.82,,,,71,16,10,8,11,36,28,44,1167,7,2060,14,,15256,Small,,,,,,
Indiana,Wabash,600,7.8,-0.27,14,9,18,-0.67,,,,11,14,10,9,12,37,30,44,2360,7,4210,14,,30670,Small,,,,,,
Indiana,Perry,294,7.7,-0.19,16,11,22,-0.34,,,,14,13,11,9,12,41,33,48,1366,7,2700,14,,19209,Small,,,,,,
Indiana,Hendricks,1832,8.7,-1.04,6,4,8,-1.62,,8,19,4,3,10,9,12,39,34,45,10149,7,17040,10,47,186387,Large,,,,,,
Indiana,Warrick,915,8.4,-0.79,9,6,12,-1.25,,,27,22,8,9,8,11,40,33,47,4116,7,6930,11,57,65867,Small,,,,,,
Indiana,Henry,1018,7.4,0.07,17,12,22,-0.27,,,,28,16,12,10,13,44,37,52,3243,7,7690,16,71,48929,Small,,,,,,
Indiana,Parke,271,7.5,-0.02,19,13,26,0.05,,,,,,11,9,13,38,31,47,1123,6,2480,15,56,16484,Small,,,,,,
Indiana,Morgan,1273,8.1,-0.53,12,8,16,-0.88,,,43,17,11,11,9,12,38,31,45,4183,6,8990,13,73,73227,Small,,,,,,
Indiana,Greene,639,7.3,0.15,15,9,21,-0.48,,,,38,19,11,10,13,41,33,48,1980,6,5090,17,,31196,Small,,,,,,
Indiana,Johnson,2237,8.4,-0.79,8,5,11,-1.32,,2,16,14,8,11,9,12,42,36,48,8156,6,18660,12,50,167819,Large,,,,,,
Indiana,Clay,478,7.8,-0.27,16,10,22,-0.39,,,,15,10,10,9,12,42,35,50,1494,6,3760,14,,26460,Small,,,,,,
Indiana,Crawford,254,6.9,0.49,24,16,31,0.55,,,,,,12,10,14,41,34,51,588,5,1920,18,,10438,Small,,,,,,
Indiana,Hamilton,2746,8.9,-1.21,5,3,6,-1.79,,3,17,13,3,8,7,9,28,24,32,15057,5,32160,9,37,371645,Large,,,,,,
Indiana,Floyd,1433,8.2,-0.61,13,9,17,-0.74,,,35,54,9,11,9,12,36,30,43,4075,5,9950,12,53,80809,Small,,,,,,
Indiana,Sullivan,394,7.7,-0.19,19,14,24,-0.01,,,,,,11,10,13,38,30,46,1167,5,3080,15,,20757,Small,,,,,,
Indiana,Newton,299,7.6,-0.1,13,8,18,-0.76,,,,22,17,11,9,13,42,33,50,770,5,2080,15,85,13960,Small,,,,,,
Indiana,Monroe,1627,7.7,-0.19,14,9,18,-0.68,,15,51,28,10,10,9,12,38,32,43,7376,5,21040,15,50,139342,Large,,,,,,
Indiana,Marshall,723,8.1,-0.53,13,9,16,-0.78,,,,36,10,11,9,13,36,29,43,2321,5,6140,13,,46352,Small,,,,,,
Indiana,Kosciusko,1278,8.2,-0.61,11,7,15,-0.99,,,,29,9,11,9,12,40,33,47,3795,5,10190,13,74,80364,Small,,,,,,
Indiana,Shelby,752,7.9,-0.36,13,9,17,-0.76,,,65,43,15,11,10,13,40,32,47,2158,5,6420,14,71,45231,Small,,,,,,
Indiana,Adams,466,8.3,-0.7,17,11,23,-0.21,,,,35,15,13,11,14,40,33,48,1632,5,4480,13,,36288,Small,,,,,,
Indiana,Clark,2501,8.3,-0.7,11,7,15,-0.98,12,27,32,18,7,11,9,12,41,35,47,4922,4,15480,13,47,125467,Large,,,,,,
Indiana,Rush,314,7.8,-0.27,14,9,19,-0.67,,,,72,14,11,9,12,42,33,49,771,4,2470,15,,16847,Small,,,,,,
Indiana,Decatur,497,8.2,-0.61,12,8,17,-0.83,,,,20,10,10,8,11,42,34,50,1094,4,3420,13,,26399,Small,,,,,,
Indiana,Fulton,435,7.7,-0.19,16,11,22,-0.35,,,,31,14,11,10,13,42,34,50,877,4,3100,15,,20358,Small,,,,,,
Indiana,Montgomery,657,7.9,-0.36,15,10,19,-0.55,,,,45,11,11,10,13,43,36,50,1436,4,5530,15,49,38573,Small,,,,,,
Indiana,Noble,734,8.4,-0.79,11,7,15,-1,,64,,10,7,10,9,12,37,30,44,1764,4,5790,12,,47430,Small,,,,,,
Indiana,Dubois,596,8.4,-0.79,8,5,11,-1.36,,,1,26,11,10,9,12,38,31,46,1532,4,5320,12,66,43546,Small,,,,,,
Indiana,Pulaski,276,7.9,-0.36,15,9,20,-0.56,,,,5,11,11,10,13,41,33,50,478,4,1840,15,,12385,Small,,,,,,
Indiana,Putnam,622,8.3,-0.7,13,8,17,-0.78,,,,,,11,9,12,39,32,47,1344,4,4780,13,65,37567,Small,,,,,,
Indiana,Jasper,584,8.4,-0.79,10,6,14,-1.11,,,,10,6,10,8,11,38,31,45,1176,4,4190,13,,33535,Small,,,,,,
Indiana,Franklin,373,8.6,-0.96,10,6,14,-1.09,,,,,,9,8,11,38,30,46,733,3,2710,12,,23096,Small,,,,,,
Indiana,Martin,199,7.9,-0.36,16,11,21,-0.34,,,,,,11,10,13,40,32,48,325,3,1490,15,,9897,Small,,,,,,
Indiana,Washington,638,8,-0.44,18,12,25,-0.11,,,,36,16,11,9,12,42,34,50,885,3,4100,15,,28205,Small,,,,,,
Indiana,Switzerland,199,7.5,-0.02,21,14,29,0.29,,,,,,11,10,13,40,32,48,331,3,1650,17,,10019,Small,,,,,,
Indiana,Lawrence,968,8,-0.44,16,11,21,-0.36,,,,,,11,10,13,40,32,47,1351,3,6490,14,62,45084,Small,,,,,,
Indiana,Fountain,343,7.9,-0.36,14,9,19,-0.63,,,,45,13,10,9,12,39,31,47,491,3,2480,15,,16731,Small,,,,,,
Indiana,Jefferson,677,7.8,-0.27,16,11,22,-0.32,,,,60,10,11,9,13,38,31,47,878,3,5150,16,56,33056,Small,,,,,,
Indiana,Cass,660,7.9,-0.36,17,11,22,-0.31,,,22,24,9,12,10,13,40,33,48,1046,3,5750,15,89,37666,Small,,,,,,
Indiana,Daviess,476,8.3,-0.7,13,8,18,-0.71,,,,15,10,12,10,13,38,30,46,840,3,4380,13,65,33656,Small,,,,,,
Indiana,Boone,769,9.1,-1.38,5,3,7,-1.73,,21,16,2,3,9,8,11,36,29,43,1396,2,7130,10,46,76120,Small,,,,,,
Indiana,Knox,739,7.9,-0.36,17,11,23,-0.22,,,16,35,14,11,9,12,38,31,45,742,2,5560,15,74,36070,Small,,,,,,
Indiana,LaGrange,431,9,-1.3,11,7,14,-1.05,,,,6,4,11,10,13,42,35,50,642,2,4270,11,,40907,Small,,,,,,
Indiana,Warren,129,8.1,-0.53,12,8,16,-0.84,,,,,,10,9,12,37,29,44,145,2,1230,15,,8518,Small,,,,,,
Indiana,Vermillion,317,7.8,-0.27,16,11,22,-0.32,,,,1,15,11,9,12,41,33,49,275,2,2500,16,,15417,Small,,,,,,
Indiana,Gibson,530,8.4,-0.79,11,7,15,-1,,,25,,11,11,10,13,40,33,48,539,2,4380,13,70,32904,Small,,,,,,
Indiana,Starke,563,7.9,-0.36,18,12,24,-0.08,,,,20,17,11,9,12,40,33,48,299,1,3650,16,,23206,Small,,,,,,
Indiana,Whitley,497,8.7,-1.04,10,7,13,-1.08,,,,26,18,10,8,11,35,28,42,404,1,4260,12,,34742,Small,,,,,,
Indiana,Clinton,553,8.6,-0.96,14,9,19,-0.61,,,8,14,9,11,10,13,39,32,47,392,1,4140,13,,32730,Small,,,,,,
Indiana,Benton,162,8.1,-0.53,14,9,18,-0.63,,,,69,13,12,10,13,40,33,49,98,1,1290,15,,8729,Small,,,,,,
Indiana,Brown,281,8.6,-0.96,13,8,18,-0.74,,,,,,10,8,11,37,29,45,162,1,1970,13,,15653,Small,,,,,,
Indiana,Pike,263,8.4,-0.79,14,9,19,-0.61,,,,,,11,9,12,42,34,50,109,1,1660,14,,12106,Small,,,,,,
Indiana,Ripley,508,8.5,-0.87,13,9,17,-0.74,,,,,,10,9,12,37,30,46,234,1,3820,13,,29227,Small,,,,,,
Indiana,Carroll,297,8.7,-1.04,12,7,16,-0.9,,,,45,9,10,9,12,39,31,47,89,0,2580,13,85,20525,Small,,,,,,
Indiana,White,455,8.7,-1.04,15,10,20,-0.51,,,,11,10,11,9,12,39,32,48,98,0,3130,13,81,24917,Small,,,,,,
Indiana,Orange,432,7.9,-0.36,18,11,24,-0.18,,,10,6,20,11,10,13,42,34,51,78,0,3200,16,87,19638,Small,,,,,,
Indiana,Owen,497,8.1,-0.53,18,12,24,-0.15,,,,3,20,11,10,13,40,32,48,57,0,3290,15,,21532,Small,,,,,,
Indiana,Harrison,812,8.8,-1.13,11,7,14,-1.05,,,,7,9,10,9,12,37,30,44,7,0,4910,12,65,40006,Small,,,,,,
Indiana,Spencer,337,8.8,-1.13,10,6,14,-1.09,,,,,,10,8,11,36,28,44,3,0,2410,12,,19910,Small,,,,,,
Indiana,Ohio,110,,-0.28,12,8,17,-0.84,,,,,,10,9,12,38,30,46,,,800,13,,6004,Small,,,,,,
Indiana,Union,142,,-0.28,16,10,22,-0.39,,,,11,11,10,9,12,40,32,49,,,830,12,,6973,Small,,,,,,
Iowa,Fremont,125,6.7,0.66,15,9,20,-0.51,,,,13,8,9,8,10,36,29,44,1902,26,650,10,,6458,Small,,,,,,
Iowa,Wapello,650,6,1.26,17,11,23,-0.26,,41,25,10,25,12,10,14,42,35,49,8241,23,5000,14,44,35166,Small,,,,,,
Iowa,Wayne,107,7.2,0.24,22,14,30,0.38,,,,,,11,9,12,39,31,48,1082,17,760,12,,6557,Small,,,,,,
Iowa,Lee,661,7.4,0.07,19,12,25,-0.06,,,28,16,17,11,9,12,41,34,48,4587,13,4300,13,37,32565,Small,,,,,,
Iowa,Webster,696,7.7,-0.19,17,12,23,-0.22,,,19,39,13,10,9,11,39,32,45,4561,12,4330,12,54,36485,Small,,,,,,
Iowa,Crawford,213,7.2,0.24,14,9,18,-0.67,,86,87,23,16,12,11,14,45,38,51,1945,11,2310,14,60,16013,Small,,,,,,
Iowa,Emmet,152,7.6,-0.1,15,9,20,-0.52,,,,1,13,10,9,12,39,31,46,1140,11,1160,12,,9229,Small,,,,,,
Iowa,Story,705,8.2,-0.61,9,6,12,-1.21,24,15,23,7,8,10,8,11,36,30,42,9387,10,10090,10,52,98566,Small,,,,,,
Iowa,Henry,320,8,-0.44,16,11,21,-0.39,,,,39,12,10,9,12,41,33,49,2105,10,2290,11,68,19547,Small,,,,,,
Iowa,Howard,128,8.3,-0.7,12,8,17,-0.83,,,,72,8,10,8,11,37,30,46,973,10,950,10,,9376,Small,,,,,,
Iowa,Marshall,683,7.9,-0.36,16,11,20,-0.41,12,,13,23,13,11,9,12,41,36,46,3909,10,4810,12,66,40014,Small,,,,,,
